DBN,Year,Number Tested,Level 1 %,Level 2 %,Level 3 %,Level 4 %,Level 3+4 %
03M199,2011,303,0.7,7.6,37.3,54.5,91.7
03M208,2006,279,22.6,33,40.5,3.9,44.4
03M208,2007,244,13.1,27,52.5,7.4,59.8
03M208,2008,218,10.1,23.9,55.5,10.6,66.1
03M208,2009,199,9,16.1,60.8,14.1,74.9
03M208,2010,194,19.1,47.4,22.7,10.8,33.5
03M208,2011,201,13.9,54.2,29.4,2.5,31.8
03M241,2006,344,31.4,40.4,27.3,0.9,28.2
03M241,2007,258,15.5,39.9,40.3,4.3,44.6
03M241,2008,213,16.9,35.7,45.1,2.3,47.4
03M241,2009,197,8.1,23.9,59.9,8.1,68
03M241,2010,163,25.8,47.9,22.7,3.7,26.4
03M241,2011,94,14.9,48.9,30.9,5.3,36.2
03M242,2006,160,16.9,25.6,52.5,5,57.5
03M242,2007,140,16.4,28.6,52.1,2.9,55
03M242,2008,150,7.3,29.3,58,5.3,63.3
03M242,2009,117,2.6,19.7,65.8,12,77.8
03M242,2010,122,14.8,48.4,27.9,9,36.9
03M242,2011,102,6.9,45.1,40.2,7.8,48
03M243,2006,193,2.6,10.9,56.5,30.1,86.5
03M243,2007,190,0,6.8,61.6,31.6,93.2
03M243,2008,190,0,0.5,42.6,56.8,99.5
03M243,2009,206,0.5,0.5,48.1,51,99
03M243,2010,203,0,10.8,50.7,38.4,89.2
03M243,2011,209,0.5,7.7,37.8,54.1,91.9
03M245,2006,289,3.5,26,63.3,7.3,70.6
03M245,2007,300,4,17,66.3,12.7,79
03M245,2008,324,3.1,12.7,68.5,15.7,84.3
03M245,2009,353,1.4,9.3,64,25.2,89.2
03M245,2010,386,2.8,30.3,46.9,19.9,66.8
03M245,2011,383,2.3,14.9,48.8,33.9,82.8
03M247,2006,167,16.2,46.7,36.5,0.6,37.1
03M247,2007,152,6.6,38.8,50.7,3.9,54.6
03M247,2008,170,1.8,31.2,61.8,5.3,67.1
03M247,2009,181,0,9.4,72.4,18.2,90.6
03M247,2010,174,2.3,32.2,49.4,16.1,65.5
03M247,2011,177,1.1,26.6,58.8,13.6,72.3
03M250,2006,197,9.6,48.2,41.1,1,42.1
03M250,2007,182,3.3,39.6,53.8,3.3,57.1
03M250,2008,180,2.2,29.4,63.3,5,68.3
03M250,2009,172,0.6,19.2,77.3,2.9,80.2
03M250,2010,160,3.1,49.4,43.8,3.8,47.5
03M250,2011,162,8.6,45.7,41.4,4.3,45.7
03M256,2006,174,24.1,62.6,12.6,0.6,13.2
03M256,2007,159,10.1,45.9,42.1,1.9,44
03M256,2008,160,7.5,38.8,51.9,1.9,53.8
03M256,2009,158,3.8,25.9,67.1,3.2,70.3
03M256,2010,166,33.7,51.2,11.4,3.6,15.1
03M256,2011,152,27,44.1,24.3,4.6,28.9
03M258,2006,216,13.4,54.2,31.9,0.5,32.4
03M258,2007,205,3.4,32.2,59.5,4.9,64.4
03M258,2008,200,0,15.5,74.5,10,84.5
03M258,2009,216,0.5,7.4,77.3,14.8,92.1
03M258,2010,211,0.9,44.1,35.1,19.9,55
03M258,2011,200,2,34.5,51,12.5,63.5
03M333,2006,331,2.7,22.7,55,19.6,74.6
03M333,2007,360,1.9,13.9,56.9,27.2,84.2
03M333,2008,415,0.7,11.8,66,21.4,87.5
03M333,2009,425,0.9,9.4,67.5,22.1,89.6
03M333,2010,411,2.9,32.6,38.4,26,64.5
03M333,2011,391,1.5,24.8,45.5,28.1,73.7
03M334,2006,342,0,1.5,19.6,78.9,98.5
03M334,2007,338,0,0,15.7,84.3,100
03M334,2008,350,0,0.3,16.9,82.9,99.7
03M334,2009,353,0,0,8.2,91.8,100
03M334,2010,354,0,0.8,12.4,86.7,99.2
03M334,2011,357,0,0.6,6.4,93,99.4
03M415,2006,202,19.3,53.5,26.7,0.5,27.2
03M415,2007,146,13,39,41.8,6.2,47.9
03M415,2008,94,5.3,30.9,50,13.8,63.8
03M415,2009,70,7.1,14.3,67.1,11.4,78.6
03M415,2010,57,5.3,40.4,36.8,17.5,54.4
03M415,2011,59,22,50.8,20.3,6.8,27.1
03M421,2010,57,28.1,64.9,7,0,7
03M421,2011,99,17.2,62.6,19.2,1,20.2
03M859,2010,88,0,2.3,17,80.7,97.7
03M859,2011,85,0,0,16.5,83.5,100
03M860,2006,181,8.3,30.9,55.2,5.5,60.8
03M860,2007,174,9.8,30.5,54,5.7,59.8
03M860,2008,169,7.7,39.6,44.4,8.3,52.7
03M860,2009,134,6,26.9,62.7,4.5,67.2
03M860,2010,126,25.4,54,19,1.6,20.6
03M860,2011,109,32.1,52.3,14.7,0.9,15.6
03M862,2006,327,1.8,11.9,69.4,16.8,86.2
03M862,2007,307,1,8.5,64.8,25.7,90.6
03M862,2008,276,0.7,5.8,55.4,38,93.5
03M862,2009,270,0.7,4.8,53,41.5,94.4
03M862,2010,276,1.8,15.6,39.9,42.8,82.6
03M862,2011,274,2.2,9.5,39.4,48.9,88.3
04M007,2006,291,11.3,28.5,49.1,11,60.1
04M007,2007,278,11.5,34.5,44.2,9.7,54
04M007,2008,282,8.5,22.7,59.9,8.9,68.8
04M007,2009,277,4.3,20.2,59.2,16.2,75.5
04M007,2010,266,13.2,41,28.9,16.9,45.9
04M007,2011,251,8.4,44.6,37.1,10,47
04M012,2006,320,1.6,19.1,56.3,23.1,79.4
04M012,2007,317,0,7.9,55.8,36.3,92.1
04M012,2008,318,0,3.1,55.7,41.2,96.9
04M012,2009,322,0.3,0.3,46.9,52.5,99.4
04M012,2010,306,0.3,8.8,40.2,50.7,90.8
04M012,2011,319,0,6,41.4,52.7,94
04M013,2006,333,52,42.9,5.1,0,5.1
04M013,2007,426,34.7,50.2,13.8,1.2,15
04M013,2008,321,18.7,51.4,27.1,2.8,29.9
04M013,2009,270,6.3,43,48.9,1.9,50.7
04M013,2010,274,33.6,49.3,13.9,3.3,17.2
04M013,2011,236,25.4,61,13.1,0.4,13.6
04M037,2006,108,15.7,34.3,49.1,0.9,50
04M037,2007,52,5.8,26.9,61.5,5.8,67.3
04M037,2008,51,3.9,19.6,74.5,2,76.5
04M037,2009,57,1.8,15.8,75.4,7,82.5
04M037,2010,80,3.8,45,45,6.3,51.3
04M037,2011,92,2.2,42.4,48.9,6.5,55.4
04M038,2006,238,21.4,38.7,35.7,4.2,39.9
04M038,2007,161,8.7,29.8,54,7.5,61.5
04M038,2008,156,4.5,24.4,60.9,10.3,71.2
04M038,2009,163,1.2,13.5,66.9,18.4,85.3
04M038,2010,150,12.7,52.7,26.7,8,34.7
04M038,2011,140,12.1,50.7,34.3,2.9,37.1
04M045,2006,585,37.1,46.5,16.2,0.2,16.4
04M045,2007,590,27.6,50.2,21.9,0.3,22.2
04M045,2008,412,15.3,41.5,38.6,4.6,43.2
04M045,2009,362,10.2,40.1,44.5,5.2,49.7
04M045,2010,316,22.5,61.4,13.3,2.8,16.1
04M045,2011,293,27.3,53.2,18.1,1.4,19.5
04M050,2006,290,20.3,41,36.9,1.7,38.6
04M050,2007,330,19.4,37.3,40,3.3,43.3
04M050,2008,344,9.6,36.6,49.7,4.1,53.8
04M050,2009,343,5,27.4,59.5,8.2,67.6
04M050,2010,322,12.1,59,24.2,4.7,28.9
04M050,2011,269,16.4,52,28.3,3.3,31.6
04M057,2006,416,9.1,32.7,47.8,10.3,58.2
04M057,2007,375,4,25.9,56,14.1,70.1
04M057,2008,373,1.6,15.3,61.7,21.4,83.1
04M057,2009,407,0,9.1,61.9,29,90.9
04M057,2010,414,3.9,29.7,46.1,20.3,66.4
04M057,2011,427,2.8,28.3,49.4,19.4,68.9
04M072,2006,385,11.9,17.7,53,17.4,70.4
04M072,2007,269,11.2,17.1,54.6,17.1,71.7
04M072,2008,258,7,16.3,59.7,17.1,76.7
04M072,2009,255,2,9,60.8,28.2,89
04M072,2010,252,5.2,41.7,38.1,15.1,53.2
04M072,2011,266,10.9,44.7,36.8,7.5,44.4
04M083,2006,235,6.4,21.7,51.5,20.4,71.9
04M083,2007,182,2.2,8.2,51.1,38.5,89.6
04M083,2008,194,1,6.7,51.5,40.7,92.3
04M083,2009,211,0,3.8,42.7,53.6,96.2
04M083,2010,189,0,14.8,40.2,45,85.2
04M083,2011,181,0,19.3,44.8,35.9,80.7
04M096,2006,395,8.9,32.9,51.1,7.1,58.2
04M096,2007,399,6.8,27.6,58.4,7.3,65.7
04M096,2008,414,2.4,27.8,61.1,8.7,69.8
04M096,2009,378,1.3,18,68.3,12.4,80.7
04M096,2010,349,17.5,51.9,27.5,3.2,30.7
04M096,2011,323,17.6,42.1,35,5.3,40.2
04M102,2006,175,20.6,30.9,40,8.6,48.6
04M102,2007,130,11.5,17.7,57.7,13.1,70.8
04M102,2008,123,4.1,17.1,67.5,11.4,78.9
04M102,2009,124,4,12.1,64.5,19.4,83.9
04M102,2010,123,4.1,38.2,40.7,17.1,57.7
04M102,2011,128,6.3,36.7,51.6,5.5,57
04M108,2006,462,7.4,20.8,58.9,13,71.9
04M108,2007,449,2,17.6,59.5,20.9,80.4
04M108,2008,517,1.9,12.6,66.2,19.3,85.5
04M108,2009,500,0.2,7.2,66.4,26.2,92.6
04M108,2010,490,3.9,36.5,37.1,22.4,59.6
04M108,2011,484,2.5,28.9,49,19.6,68.6
04M146,2006,282,15.2,35.8,41.1,7.8,48.9
04M146,2007,195,12.3,27.2,50.3,10.3,60.5
04M146,2008,190,7.4,23.7,63.2,5.8,68.9
04M146,2009,187,2.7,24.1,59.9,13.4,73.3
04M146,2010,199,30.2,50.3,18.1,1.5,19.6
04M146,2011,191,13.1,51.8,29.3,5.8,35.1
04M155,2006,284,20.1,29.9,44,6,50
04M155,2007,189,5.3,20.6,56.6,17.5,74.1
04M155,2008,174,2.3,11.5,67.2,19,86.2
04M155,2009,180,2.2,11.1,72.2,14.4,86.7
04M155,2010,157,14.6,42.7,33.1,9.6,42.7
04M155,2011,155,15.5,49,32.9,2.6,35.5
04M171,2006,324,4.9,19.4,59.3,16.4,75.6
04M171,2007,344,2.9,17.4,58.4,21.2,79.7
04M171,2008,395,1.5,13.2,63.3,22,85.3
04M171,2009,404,0,6.7,61.1,32.2,93.3
04M171,2010,397,3.5,24.9,44.1,27.5,71.5
04M171,2011,425,2.8,26.1,48.5,22.6,71.1
04M182,2006,295,0.3,8.8,61.4,29.5,90.8
04M182,2007,217,1.8,7.8,54.8,35.5,90.3
04M182,2008,220,0,2.7,57.7,39.5,97.3
04M182,2009,220,1.4,0.9,46.8,50.9,97.7
04M182,2010,234,2.6,25.2,44,28.2,72.2
04M182,2011,204,2.9,32.8,49.5,14.7,64.2
04M206,2006,406,14,27.8,49,9.1,58.1
04M206,2007,285,7.7,28.4,50.2,13.7,63.9
04M206,2008,247,6.1,22.7,59.1,12.1,71.3
04M206,2009,239,2.1,13.4,62.3,22.2,84.5
04M206,2010,210,6.7,47.6,37.1,8.6,45.7
04M206,2011,228,5.3,38.2,47.4,9.2,56.6
04M224,2006,255,5.9,20.4,64.7,9,73.7
04M224,2007,259,6.2,10.4,67.2,16.2,83.4
04M224,2008,257,3.9,7,67.3,21.8,89.1
04M224,2009,255,2,5.1,60.4,32.5,92.9
04M224,2010,245,3.3,23.7,42.9,30.2,73.1
04M224,2011,238,3.4,16,50,30.7,80.7
04M372,2009,84,11.9,46.4,41.7,0,41.7
04M372,2010,156,19.9,59,17.3,3.8,21.2
04M372,2011,226,10.6,56.6,26.1,6.6,32.7
04M375,2009,167,10.2,28.7,59.3,1.8,61.1
04M375,2010,135,23,53.3,23,0.7,23.7
04M375,2011,135,14.8,63.7,20.7,0.7,21.5
04M377,2009,57,8.8,43.9,42.1,5.3,47.4
04M377,2010,109,11.9,55,27.5,5.5,33
04M377,2011,177,23.7,54.2,20.3,1.7,22
04M381,2009,76,13.2,42.1,39.5,5.3,44.7
04M381,2010,129,24.8,55,18.6,1.6,20.2
04M381,2011,178,26.4,58.4,14,1.1,15.2
04M406,2010,54,9.3,44.4,33.3,13,46.3
04M406,2011,112,4.5,35.7,45.5,14.3,59.8
04M497,2006,95,24.2,44.2,30.5,1.1,31.6
04M497,2007,68,10.3,42.6,42.6,4.4,47.1
04M497,2008,64,4.7,28.1,56.3,10.9,67.2
04M497,2009,63,0,12.7,63.5,23.8,87.3
04M497,2010,68,8.8,33.8,44.1,13.2,57.4
04M497,2011,70,1.4,37.1,38.6,22.9,61.4
04M610,2006,148,2.7,35.8,59.5,2,61.5
04M610,2007,152,0.7,25.7,63.2,10.5,73.7
04M610,2008,141,1.4,11.3,70.2,17,87.2
04M610,2009,143,0,10.5,74.1,15.4,89.5
04M610,2010,152,2.6,30.9,44.1,22.4,66.4
04M610,2011,151,0.7,17.2,50.3,31.8,82.1
04M825,2006,434,17.5,49.1,32.7,0.7,33.4
04M825,2007,428,13.6,40.9,41.4,4.2,45.6
04M825,2008,350,3.1,28,60.6,8.3,68.9
04M825,2009,321,0.6,15.6,73.5,10.3,83.8
04M825,2010,337,4.5,49.6,38,8,46
04M825,2011,343,6.7,47.2,39.1,7,46.1
04M964,2006,115,40.9,30.4,23.5,5.2,28.7
04M964,2007,76,13.2,23.7,56.6,6.6,63.2
04M964,2008,79,13.9,26.6,48.1,11.4,59.5
04M964,2009,81,8.6,21,50.6,19.8,70.4
04M964,2010,77,9.1,37.7,39,14.3,53.2
04M964,2011,72,6.9,19.4,50,23.6,73.6
05M030,2006,226,20.8,32.3,42,4.9,46.9
05M030,2007,198,7.6,19.7,57.1,15.7,72.7
05M030,2008,178,6.7,18,60.7,14.6,75.3
05M030,2009,177,1.7,19.8,61,17.5,78.5
05M030,2010,124,8.9,49.2,27.4,14.5,41.9
05M030,2011,114,17.5,57,21.1,4.4,25.4
05M036,2010,102,12.7,46.1,31.4,9.8,41.2
05M036,2011,206,13.1,38.3,40.3,8.3,48.5
05M046,2006,528,19.3,33,40.7,7,47.7
05M046,2007,448,7.1,23.4,54.2,15.2,69.4
05M046,2008,438,5.5,19.6,65.5,9.4,74.9
05M046,2009,384,2.3,15.1,62,20.6,82.6
05M046,2010,383,12.5,42.6,32.6,12.3,44.9
05M046,2011,401,17.2,45.6,27.4,9.7,37.2
05M092,2006,236,26.3,28,36.9,8.9,45.8
05M092,2007,181,13.3,20.4,46.4,19.9,66.3
05M092,2008,159,5,17.6,66.7,10.7,77.4
05M092,2009,148,2.7,18.2,59.5,19.6,79.1
05M092,2010,134,17.2,42.5,29.1,11.2,40.3
05M092,2011,145,13.1,43.4,33.8,9.7,43.4
05M123,2006,395,16.7,33.9,44.1,5.3,49.4
05M123,2007,331,9.1,32.6,51.1,7.3,58.3
05M123,2008,290,7.2,24.8,63.1,4.8,67.9
05M123,2009,248,2.4,19.4,65.3,12.9,78.2
05M123,2010,309,19.7,53.4,21.7,5.2,26.9
05M123,2011,360,29.2,46.7,20.8,3.3,24.2
05M125,2006,433,25.6,26.8,41.3,6.2,47.6
05M125,2007,392,12.8,32.1,47.4,7.7,55.1
05M125,2008,349,9.2,25.8,51.6,13.5,65
05M125,2009,339,7.1,20.4,54.6,18,72.6
05M125,2010,180,24.4,43.3,23.3,8.9,32.2
05M125,2011,108,14.8,39.8,38.9,6.5,45.4
05M129,2006,262,15.6,33.6,43.9,6.9,50.8
05M129,2007,237,6.8,24.5,59.5,9.3,68.8
05M129,2008,241,7.1,21.2,61,10.8,71.8
05M129,2009,264,6.4,22,61.4,10.2,71.6
05M129,2010,318,11.6,46.2,31.1,11,42.1
05M129,2011,371,14.6,45.3,32.3,7.8,40.2
05M133,2006,228,27.2,30.7,39,3.1,42.1
05M133,2007,171,13.5,31,50.3,5.3,55.6
05M133,2008,173,11,26,55.5,7.5,63
05M133,2009,158,8.9,18.4,62,10.8,72.8
05M133,2010,129,14,51.2,30.2,4.7,34.9
05M133,2011,116,4.3,56.9,32.8,6,38.8
05M154,2006,215,16.3,35.3,43.7,4.7,48.4
05M154,2007,214,9.8,33.2,51.4,5.6,57
05M154,2008,211,6.6,30.8,57.3,5.2,62.6
05M154,2009,180,4.4,17.2,68.9,9.4,78.3
05M154,2010,169,15.4,52.1,24.3,8.3,32.5
05M154,2011,165,21.2,46.1,27.9,4.8,32.7
05M161,2006,544,8.8,26.1,51.7,13.4,65.1
05M161,2007,475,5.9,18.9,58.5,16.6,75.2
05M161,2008,491,5.9,16.7,57,20.4,77.4
05M161,2009,438,4.1,11.4,60.7,23.7,84.5
05M161,2010,518,10.4,45.6,33.2,10.8,44
05M161,2011,588,10.4,45.6,37.1,7,44
05M175,2006,210,15.2,26.7,51,7.1,58.1
05M175,2007,187,5.3,27.3,55.6,11.8,67.4
05M175,2008,189,4.2,18.5,65.6,11.6,77.2
05M175,2009,179,3.9,14.5,61.5,20.1,81.6
05M175,2010,182,9.3,39,36.3,15.4,51.6
05M175,2011,156,9,39.7,41,10.3,51.3
05M194,2006,201,11.4,36.8,40.8,10.9,51.7
05M194,2007,197,20.3,26.4,45.2,8.1,53.3
05M194,2008,164,17.1,34.1,44.5,4.3,48.8
05M194,2009,141,6.4,32.6,51.1,9.9,61
05M194,2010,150,32,47.3,16.7,4,20.7
05M194,2011,152,35.5,46.1,15.8,2.6,18.4
05M195,2006,884,28.4,46.5,24,1.1,25.1
05M195,2007,844,19.4,44.4,32.1,4,36.1
05M195,2008,716,11.6,39,44.1,5.3,49.4
05M195,2009,605,5.8,32.2,55.7,6.3,62
05M195,2010,523,25.4,57.7,12.8,4,16.8
05M195,2011,366,32.2,49.7,16.9,1.1,18
05M197,2006,359,17.5,37.6,38.7,6.1,44.8
05M197,2007,348,13.8,26.4,49.4,10.3,59.8
05M197,2008,329,8.5,25.8,59.6,6.1,65.7
05M197,2009,284,3.5,10.6,65.8,20.1,85.9
05M197,2010,194,3.6,45.4,37.1,13.9,51
05M197,2011,173,15.6,54.9,27.2,2.3,29.5
05M200,2006,416,24.8,39.9,31.7,3.6,35.3
05M200,2007,428,17.3,29.7,46.7,6.3,53
05M200,2008,381,10,25.5,55.6,8.9,64.6
05M200,2009,359,5.6,27,53.8,13.6,67.4
05M200,2010,261,17.2,45.2,31,6.5,37.5
05M200,2011,228,10.5,39.5,43.4,6.6,50
05M286,2006,297,33,45.5,21.2,0.3,21.5
05M286,2007,244,29.9,55.7,13.9,0.4,14.3
05M286,2008,186,18.8,47.3,32.3,1.6,33.9
05M286,2009,206,1.9,17.5,71.4,9.2,80.6
05M286,2010,246,17.5,59.3,19.1,4.1,23.2
05M286,2011,242,16.5,43.4,32.2,7.9,40.1
05M302,2006,185,3.2,22.2,65.9,8.6,74.6
05M302,2007,282,2.1,19.5,65.2,13.1,78.4
05M302,2008,274,2.6,20.4,64.2,12.8,77
05M302,2009,264,0.8,14.8,73.1,11.4,84.5
05M302,2010,257,6.6,44,38.1,11.3,49.4
05M302,2011,208,2.4,42.3,47.6,7.7,55.3
05M317,2006,206,9.2,44.7,42.7,3.4,46.1
05M317,2007,189,9.5,40.7,44.4,5.3,49.7
05M317,2008,190,10.5,32.6,52.6,4.2,56.8
05M317,2009,191,6.3,40.8,51.3,1.6,52.9
05M317,2010,136,30.9,52.2,14,2.9,16.9
05M317,2011,47,42.6,53.2,4.3,0,4.3
05M318,2008,39,5.1,12.8,71.8,10.3,82.1
05M318,2009,77,3.9,13,66.2,16.9,83.1
05M318,2010,109,6.4,51.4,34.9,7.3,42.2
05M318,2011,112,2.7,36.6,45.5,15.2,60.7
05M344,2007,101,13.9,42.6,43.6,0,43.6
05M344,2008,215,10.2,32.6,53,4.2,57.2
05M344,2009,231,6.5,47.6,45.5,0.4,45.9
05M344,2010,169,34.3,55,8.9,1.8,10.7
05M344,2011,103,22.3,61.2,13.6,2.9,16.5
05M362,2008,90,0,1.1,51.1,47.8,98.9
05M362,2009,181,0,0,26.5,73.5,100
05M362,2010,273,0,2.9,48.7,48.4,97.1
05M362,2011,280,0,2.9,31.1,66.1,97.1
05M367,2008,81,7.4,46.9,45.7,0,45.7
05M367,2009,164,2.4,40.2,54.9,2.4,57.3
05M367,2010,173,13.9,56.6,26,3.5,29.5
05M367,2011,142,21.1,57.7,18.3,2.8,21.1
05M410,2010,65,24.6,50.8,20,4.6,24.6
05M410,2011,113,23,47.8,22.1,7.1,29.2
05M469,2006,241,39.4,49,11.6,0,11.6
05M469,2007,151,31.1,51,17.2,0.7,17.9
05M469,2008,121,13.2,53.7,31.4,1.7,33.1
05M469,2009,154,1.3,31.8,63.6,3.2,66.9
05M469,2010,205,23.9,52.7,19.5,3.9,23.4
05M469,2011,170,11.2,49.4,29.4,10,39.4
05M499,2006,468,9,13.2,64.1,13.7,77.8
05M499,2007,477,4.8,12.4,59.7,23.1,82.8
05M499,2008,441,3.9,12.5,61.7,22,83.7
05M499,2009,444,0.7,9,61.7,28.6,90.3
05M499,2010,466,6.9,30.9,39.3,23,62.2
05M499,2011,394,6.6,29.4,37.8,26.1,64
05M670,2006,176,2.8,44.3,50,2.8,52.8
05M670,2007,173,4,41,51.4,3.5,54.9
05M670,2008,174,5.2,32.8,56.3,5.7,62.1
05M670,2009,180,0,14.4,74.4,11.1,85.6
05M670,2010,177,3.4,49.2,40.1,7.3,47.5
05M670,2011,178,7.9,46.6,39.9,5.6,45.5
06M004,2006,359,27.9,33.7,34.5,3.9,38.4
06M004,2007,363,16.3,32.5,45.5,5.8,51.2
06M004,2008,313,7.3,26.8,61.7,4.2,65.8
06M004,2009,324,5.2,19.4,65.1,10.2,75.3
06M004,2010,299,23.1,42.8,27.4,6.7,34.1
06M004,2011,328,19.5,48.5,26.8,5.2,32
06M005,2006,465,5.4,22.4,58.3,14,72.3
06M005,2007,472,3.2,16.9,68.2,11.7,79.9
06M005,2008,423,3.1,12.8,72.3,11.8,84.2
06M005,2009,389,1.5,9.3,68.1,21.1,89.2
06M005,2010,396,10.9,39.9,38.1,11.1,49.2
06M005,2011,413,16.5,36.1,37.8,9.7,47.5
06M008,2006,324,19.8,32.7,42.6,4.9,47.5
06M008,2007,336,15.8,30.4,49.4,4.5,53.9
06M008,2008,296,12.5,29.7,53.4,4.4,57.8
06M008,2009,303,8.9,16.5,63.7,10.9,74.6
06M008,2010,287,20.9,44.3,27.5,7.3,34.8
06M008,2011,290,14.1,40.7,37.6,7.6,45.2
06M018,2006,337,30,41.5,25.2,3.3,28.5
06M018,2007,314,20.7,38.5,38.2,2.5,40.8
06M018,2008,308,10.1,35.4,51,3.6,54.5
06M018,2009,292,5.1,18.5,63,13.4,76.4
06M018,2010,280,13.9,43.2,33.6,9.3,42.9
06M018,2011,300,11,38,44.7,6.3,51
06M028,2006,581,18.2,29.1,43,9.6,52.7
06M028,2007,585,9.9,22.6,55,12.5,67.5
06M028,2008,446,6.7,12.6,67.5,13.2,80.7
06M028,2009,426,3.1,11.7,63.4,21.8,85.2
06M028,2010,398,11.3,41.7,34.7,12.3,47
06M028,2011,426,13.6,35.7,41.3,9.4,50.7
06M048,2006,324,15.4,26.2,50.3,8,58.3
06M048,2007,309,11,28.5,54.4,6.1,60.5
06M048,2008,279,3.9,22.6,62.7,10.8,73.5
06M048,2009,265,4.9,10.6,66.8,17.7,84.5
06M048,2010,283,9.9,43.1,34.6,12.4,47
06M048,2011,251,7.6,33.1,46.6,12.7,59.4
06M052,2006,1258,30,34.1,32.8,3,35.9
06M052,2007,1088,17.5,36.4,38.1,8.1,46.1
06M052,2008,911,15.4,29.5,39.7,15.4,55.1
06M052,2009,903,7,27.8,52.4,12.8,65.2
06M052,2010,808,17.3,43.9,28.3,10.4,38.7
06M052,2011,695,15.5,44.5,32.9,7.1,40
06M098,2006,247,12.6,20.6,49.8,17,66.8
06M098,2007,222,8.6,23,51.8,16.7,68.5
06M098,2008,240,7.1,17.9,65,10,75
06M098,2009,231,6.1,18.2,56.3,19.5,75.8
06M098,2010,319,18.5,42.6,28.2,10.7,38.9
06M098,2011,290,22.1,41.4,30,6.6,36.6
06M115,2006,637,13.5,31.4,47.9,7.2,55.1
06M115,2007,567,12,25.7,53.4,8.8,62.3
06M115,2008,497,7.2,23.1,63.8,5.8,69.6
06M115,2009,466,6.9,20,60.9,12.2,73.2
06M115,2010,318,17.3,50.9,27.7,4.1,31.8
06M115,2011,324,14.8,48.8,31.8,4.6,36.4
06M128,2006,542,17.7,24.9,47.8,9.6,57.4
06M128,2007,461,10.4,26.5,50.1,13,63.1
06M128,2008,422,9.5,23.2,54.7,12.6,67.3
06M128,2009,392,4.3,16.3,59.2,20.2,79.3
06M128,2010,363,9.9,46.6,32.5,11,43.5
06M128,2011,356,16,45.8,30.9,7.3,38.2
06M132,2006,568,15.7,32.7,46,5.6,51.6
06M132,2007,485,7.4,29.5,55.7,7.4,63.1
06M132,2008,462,8,23.4,58.7,10,68.6
06M132,2009,438,4.3,15.3,63.2,17.1,80.4
06M132,2010,408,15.2,51.5,25.2,8.1,33.3
06M132,2011,391,17.9,49.1,28.4,4.6,33
06M143,2006,1532,21.4,42.8,32.9,2.9,35.8
06M143,2007,1120,17.1,43.4,35.6,3.8,39.5
06M143,2008,811,8.4,39.8,46.7,5.1,51.8
06M143,2009,663,6.2,30.2,55.4,8.3,63.7
06M143,2010,694,21.5,51.7,21.2,5.6,26.8
06M143,2011,629,19.9,45.6,26.2,8.3,34.5
06M152,2006,669,13.6,27.4,49,10,59
06M152,2007,625,5.9,24,58.9,11.2,70.1
06M152,2008,554,5.2,17.7,65.7,11.4,77.1
06M152,2009,509,3.9,14.5,61.9,19.6,81.5
06M152,2010,431,10.4,43.9,30.4,15.3,45.7
06M152,2011,423,11.8,42.8,35,10.4,45.4
06M153,2006,648,19,25.5,44.1,11.4,55.6
06M153,2007,544,8.5,22.4,53.3,15.8,69.1
06M153,2008,464,4.7,12.7,64.7,17.9,82.5
06M153,2009,478,1.9,7.9,67.4,22.8,90.2
06M153,2010,430,4.7,34.4,34.7,26.3,60.9
06M153,2011,448,5.4,35,38.8,20.8,59.6
06M173,2006,479,15.2,29.6,44.7,10.4,55.1
06M173,2007,433,10.2,26.1,51.5,12.2,63.7
06M173,2008,400,7.8,22,56.5,13.8,70.3
06M173,2009,343,4.1,11.4,60.3,24.2,84.5
06M173,2010,314,13.7,34.1,34.7,17.5,52.2
06M173,2011,284,8.8,38.7,35.6,16.9,52.5
06M187,2006,586,10.2,19.3,49.5,21,70.5
06M187,2007,553,5.4,19.7,46.8,28,74.9
06M187,2008,512,2.7,15.8,60,21.5,81.4
06M187,2009,485,1.2,9.1,56.7,33,89.7
06M187,2010,498,6.2,28.3,37.1,28.3,65.5
06M187,2011,497,3.4,23.5,45.5,27.6,73
06M189,2006,619,16.8,26.3,46,10.8,56.9
06M189,2007,572,8.2,24.7,54.4,12.8,67.1
06M189,2008,542,9,20.7,57.9,12.4,70.3
06M189,2009,513,5.1,11.7,62.4,20.9,83.2
06M189,2010,517,12.6,43.5,29,14.9,43.9
06M189,2011,475,8.8,38.9,40.6,11.6,52.2
06M192,2006,359,19.2,37.9,39.8,3.1,42.9
06M192,2007,296,17.2,32.1,46.6,4.1,50.7
06M192,2008,249,9.6,26.5,58.6,5.2,63.9
06M192,2009,219,5,19.2,63,12.8,75.8
06M192,2010,152,15.8,48.7,28.3,7.2,35.5
06M192,2011,145,8.3,47.6,40,4.1,44.1
06M210,2006,122,13.9,35.2,41,9.8,50.8
06M210,2007,139,5,45.3,46,3.6,49.6
06M210,2008,219,4.1,24.7,65.8,5.5,71.2
06M210,2009,236,3.4,17.8,66.9,11.9,78.8
06M210,2010,266,7.9,44,36.8,11.3,48.1
06M210,2011,268,13.4,48.5,30.6,7.5,38.1
06M218,2006,749,33.8,47.5,18.4,0.3,18.7
06M218,2007,578,21.6,44.6,33.2,0.5,33.7
06M218,2008,507,10.3,41.4,46.4,2,48.3
06M218,2009,434,5.5,34.3,54.1,6,60.1
